User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Road_Accident,Road_Type,Speed_Limit,Violation_Type,Battery_Percentage,Internet_Connection,Internet_Signal_Strength,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_99,2025-01-02 04:54:55,0.618,0.0935,Walking,Zep,1.0,2way,30.0,Driving_Under_Influence,18.0,4G,-102.0,-25.0,0.0015893372218104,40.2795569100678,21.752921569987134,Unintentional
User_05,2025-01-02 04:57:37,0.281,0.0527,Running,Ligeris,1.0,2way,20.0,Reckless_Driving,102.0,3G,-71.0,-5.0,0.0047234083601933,40.30706081228815,21.808901723653324,Unintentional
User_45,2025-01-02 06:20:36,0.483,0.1437,Running,Koila,1.0,1way,60.0,Reckless_Driving,107.0,3G,-117.0,-10.0,0.0036861092350294,40.32069493528307,21.79174264315044,Unintentional
User_20,2025-01-02 06:30:08,0.471,0.3353,Walking,Ligeris,1.0,1way,80.0,Reckless_Driving,53.0,5G,-79.0,5.0,0.045,40.30575770512561,21.791278245294947,Unintentional
User_41,2025-01-02 08:51:49,0.4,0.0208,Driving,Ligeris,0.0,1way,40.0,Speeding,105.0,3G,-118.0,4.0,0.00357954962419,40.30730106035865,21.80703603402656,Unintentional
User_18,2025-01-02 09:04:51,0.491,0.0093,Running,Koila,1.0,2way,40.0,Driving_Under_Influence,53.0,WiFi,-52.0,13.0,0.021,40.32279701099263,21.79114131966165,Unintentional
User_33,2025-01-02 09:18:34,0.28,0.0133,Driving,Zep,1.0,2way,20.0,Driving_Under_Influence,104.0,3G,-78.0,-9.0,0.0059153428279699,40.279030157206165,21.75315861641837,Unintentional
User_15,2025-01-02 09:52:40,0.491,0.3451,Walking,Koila,0.0,2way,40.0,Reckless_Driving,39.0,WiFi,-79.0,17.0,0.0065200113485403,40.32159351405557,21.79116912663205,Unintentional
User_95,2025-01-02 10:02:50,0.41,0.4021,Walking,Zep,4.0,4way,10.0,Driving_Under_Influence,61.0,3G,-101.0,-6.0,0.043,40.306236905873845,21.75510571584567,Unintentional
User_47,2025-01-02 10:29:13,0.504,0.5687,Running,Koila,0.0,1way,30.0,Reckless_Driving,92.0,4G,-84.0,22.0,0.0070628620175757,40.32083279471482,21.79015692117718,Unintentional
User_75,2025-01-02 11:12:18,0.359,0.1928,Driving,Ligeris,0.0,2way,50.0,Speeding,120.0,4G,-75.0,-7.0,0.0073590253506074,40.30618902082053,21.807673839661422,Unintentional
User_94,2025-01-02 11:21:36,0.336,0.3226,Running,Koila,0.0,2way,70.0,Reckless_Driving,67.0,3G,-88.0,7.0,0.043,40.32281761534568,21.79253901300948,Unintentional
User_39,2025-01-02 12:14:56,0.314,0.5687,Driving,Ligeris,0.0,2way,70.0,Reckless_Driving,120.0,5G,-92.0,-5.0,0.0044715106068617,40.306008182150464,21.805627509250247,Unintentional
User_40,2025-01-02 13:14:43,0.693,0.0533,Walking,Ligeris,0.0,2way,40.0,Driving_Under_Influence,62.0,4G,-139.0,13.0,0.0063142668169729,40.28027150694271,21.75213921655155,Unintentional
User_25,2025-01-02 13:29:18,0.504,0.2211,Running,Ligeris,0.0,2way,30.0,Reckless_Driving,110.0,WiFi,-71.0,-13.0,0.00695067114201,40.307300197388095,21.80634020918586,Unintentional
User_27,2025-01-02 13:51:47,0.705,0.1431,Driving,Ligeris,0.0,1way,30.0,Reckless_Driving,112.0,WiFi,-88.0,-7.0,0.0095812110652717,40.279430613773805,21.75319322226575,Unintentional
User_38,2025-01-02 13:55:40,0.422,0.3327,Running,Zep,0.0,2way,70.0,Speeding,69.0,4G,-156.0,-12.0,0.0037853679480329,40.279519560698745,21.755022662109337,Unintentional
User_55,2025-01-02 13:59:30,0.612,0.2373,Driving,Ligeris,3.0,2way,40.0,Speeding,37.0,3G,-88.0,18.0,0.0079291941454838,40.306236905873845,21.80854537034115,Unintentional
User_100,2025-01-02 17:43:07,0.429,0.5687,Running,Zep,3.0,4way,40.0,Driving_Under_Influence,44.0,4G,-126.0,-12.0,0.0030194082283273,40.2789292213285,21.752099426266483,Unintentional
User_43,2025-01-02 17:57:27,0.499,0.0705,Running,Ligeris,0.0,2way,80.0,Reckless_Driving,111.0,5G,-108.0,14.0,0.0032596379460347,40.307064288271455,21.80827154309857,Unintentional
User_99,2025-01-02 18:07:26,0.618,0.0945,Walking,Zep,0.0,1way,10.0,Driving_Under_Influence,115.0,3G,-91.0,0.0,0.006259754525101,40.28060556582254,21.75301668263713,Unintentional
User_95,2025-01-02 19:03:03,0.41,0.4031,Running,Koila,2.0,4way,40.0,Speeding,109.0,4G,-119.0,-14.0,0.0073281256258308,40.32358112955464,21.790397863727,Unintentional
User_97,2025-01-02 20:44:03,0.75,0.1386,Walking,Zep,4.0,4way,60.0,Driving_Under_Influence,31.0,WiFi,-77.0,-18.0,0.0095680046534791,40.27815128388386,21.75380063424744,Unintentional
User_92,2025-01-02 21:06:11,0.493,0.2804,Driving,Ligeris,1.0,2way,80.0,Reckless_Driving,35.0,WiFi,-70.0,13.0,0.046,40.30600021851457,21.808320169946526,Unintentional
User_73,2025-01-02 21:19:54,0.598,0.2466,Walking,Zep,1.0,2way,10.0,Speeding,63.0,4G,-120.0,-22.0,0.0072500274693122,40.27946508838716,21.75528602270224,Unintentional
User_04,2025-01-02 22:26:17,0.383,0.3727,Driving,Ligeris,0.0,2way,50.0,Speeding,21.0,WiFi,-79.0,-24.0,0.0039673200068941,40.30707599303459,21.80649057720808,Unintentional
User_51,2025-01-02 23:10:23,0.433,0.2766,Running,Koila,1.0,4way,90.0,Reckless_Driving,88.0,WiFi,-75.0,23.0,0.0031125005798768,40.32071536611573,21.79103624235751,Unintentional
User_30,2025-01-03 00:00:53,0.529,0.3194,Running,Ligeris,0.0,2way,60.0,Speeding,49.0,5G,-73.0,17.0,0.0066291991723579,40.32318250433437,21.79065730309987,Unintentional
User_77,2025-01-03 00:03:26,0.312,0.4049,Running,Zep,0.0,2way,50.0,Speeding,107.0,3G,-71.0,13.0,0.0039586768372922,40.28089656926951,21.751826635847685,Unintentional
User_92,2025-01-03 00:10:41,0.493,0.2824,Running,Ligeris,0.0,2way,60.0,Driving_Under_Influence,101.0,5G,-108.0,-11.0,0.0094550880255691,40.306236905873845,21.807394423862085,Unintentional
User_19,2025-01-03 00:46:59,0.491,0.0892,Driving,Ligeris,1.0,2way,30.0,Reckless_Driving,87.0,WiFi,-51.0,-17.0,0.0026187336171678,40.32229845467414,21.79141125694596,Unintentional
User_45,2025-01-03 01:12:30,0.483,0.1457,Running,Ligeris,1.0,1way,40.0,Reckless_Driving,120.0,4G,-78.0,5.0,0.0025853102463759,40.30640018051444,21.806170524441445,Unintentional
User_21,2025-01-03 01:50:41,0.428,0.0788,Driving,Ligeris,3.0,2way,60.0,Driving_Under_Influence,76.0,WiFi,-51.0,-20.0,0.0063308805097189,40.30651974901641,21.80621229374853,Unintentional
User_60,2025-01-03 02:19:27,0.361,0.3724,Running,Zep,4.0,2way,30.0,Reckless_Driving,26.0,4G,-86.0,14.0,0.033,40.27899368220555,21.75539545672256,Unintentional
User_78,2025-01-03 02:51:24,0.553,0.0104,Walking,Zep,1.0,2way,10.0,Reckless_Driving,101.0,4G,-79.0,0.0,0.0076778309912453,40.27882414767725,21.791278245294947,Unintentional
User_53,2025-01-03 03:15:12,0.463,0.3519,Walking,Zep,1.0,4way,40.0,Reckless_Driving,119.0,4G,-75.0,0.0,0.0069797030910728,40.278766216914576,21.75359525635371,Unintentional
User_22,2025-01-03 03:22:12,0.747,0.1982,Driving,Koila,0.0,4way,70.0,Speeding,3.0,5G,-93.0,-6.0,0.034,40.322126057857055,21.79130557407641,Unintentional
User_62,2025-01-03 03:36:19,0.608,0.5687,Running,Koila,0.0,2way,10.0,Reckless_Driving,108.0,WiFi,-68.0,-10.0,0.0041414877592973,40.32287139666612,21.79192457026144,Unintentional
User_74,2025-01-03 03:57:57,0.448,0.2487,Driving,Ligeris,1.0,1way,20.0,Speeding,16.0,4G,-103.0,10.0,0.031,40.27982020642813,21.754450427415573,Unintentional
User_58,2025-01-03 04:28:59,0.629,0.1243,Running,Zep,1.0,2way,60.0,Reckless_Driving,84.0,3G,-131.0,-8.0,0.0083656496295995,40.280508676111296,21.75482939478849,Unintentional
User_100,2025-01-03 05:51:53,0.429,0.0762,Walking,Ligeris,0.0,4way,40.0,Driving_Under_Influence,88.0,3G,-96.0,-21.0,0.0069082268853566,40.30521970136579,21.80915338764956,Unintentional
User_98,2025-01-03 06:45:52,0.502,0.405,Running,Koila,1.0,2way,10.0,Speeding,8.0,5G,-97.0,-17.0,0.0065086240939337,40.32141884736633,21.78952656922016,Unintentional
User_15,2025-01-03 08:00:31,0.256,0.3461,Driving,Ligeris,1.0,1way,50.0,Speeding,0.0,5G,-75.0,-21.0,0.0017814881457719,40.306808512895785,21.8080431688684,Unintentional
User_73,2025-01-03 08:07:56,0.598,0.2476,Walking,Ligeris,0.0,4way,20.0,Reckless_Driving,4.0,3G,-92.0,25.0,0.0072881167278492,40.30618658317698,21.8084160627635,Unintentional
User_84,2025-01-03 08:14:07,0.486,0.135,Driving,Ligeris,1.0,1way,30.0,Speeding,3.0,4G,-106.0,3.0,0.03,40.30544679702576,21.80671509662962,Unintentional
User_64,2025-01-03 09:04:48,0.724,0.5687,Running,Zep,0.0,2way,10.0,Speeding,84.0,4G,-131.0,15.0,0.0020070760381848,40.27979901512767,21.754231116714905,Unintentional
User_82,2025-01-03 09:09:38,0.437,0.305,Driving,Koila,1.0,2way,30.0,Reckless_Driving,60.0,4G,-85.0,-17.0,0.0059804396202504,40.32100884424427,21.79221468426772,Unintentional
User_71,2025-01-03 09:09:54,0.466,0.3155,Running,Ligeris,0.0,1way,40.0,Reckless_Driving,67.0,WiFi,-52.0,-17.0,0.0047571621395984,40.30667201127383,21.791278245294947,Unintentional
User_39,2025-01-03 10:04:12,0.314,0.5687,Driving,Koila,4.0,1way,80.0,Reckless_Driving,99.0,3G,-107.0,3.0,0.036,40.32236411084955,21.790507760270483,Unintentional
User_47,2025-01-03 10:22:18,0.504,0.1186,Driving,Zep,0.0,4way,40.0,Speeding,94.0,WiFi,-53.0,-20.0,0.0054436984525267,40.306236905873845,21.75383471285637,Unintentional
User_91,2025-01-03 11:35:11,0.699,0.4007,Running,Zep,0.0,4way,50.0,Reckless_Driving,101.0,3G,-73.0,10.0,0.0049087988445224,40.27900944658492,21.75412039179992,Unintentional
User_73,2025-01-03 11:47:44,0.598,0.2486,Running,Zep,0.0,4way,20.0,Reckless_Driving,53.0,4G,-130.0,-12.0,0.0038549707450872,40.2800145021156,21.75448172158925,Unintentional
User_11,2025-01-03 13:46:25,0.659,0.1333,Driving,Ligeris,1.0,2way,100.0,Reckless_Driving,86.0,3G,-80.0,-16.0,0.036,40.30701747639206,21.791278245294947,Unintentional
User_09,2025-01-03 14:27:03,0.314,0.3244,Driving,Ligeris,1.0,2way,20.0,Driving_Under_Influence,61.0,WiFi,-88.0,-6.0,0.021,40.30574625044655,21.807902103881915,Unintentional
User_96,2025-01-03 15:16:20,0.347,0.2456,Walking,Ligeris,0.0,1way,10.0,Reckless_Driving,103.0,WiFi,-55.0,-6.0,0.0055587728012446,40.30607009576219,21.807877907561025,Unintentional
User_20,2025-01-03 16:11:33,0.471,0.5687,Running,Koila,2.0,4way,70.0,Reckless_Driving,2.0,WiFi,-76.0,0.0,0.03,40.32309823708806,21.791278245294947,Unintentional
User_11,2025-01-03 17:03:49,0.659,0.5687,Walking,Zep,0.0,2way,80.0,Driving_Under_Influence,10.0,5G,-75.0,-11.0,0.042,40.279573507738895,21.752468160910663,Unintentional
User_97,2025-01-03 18:30:59,0.75,0.1406,Walking,Zep,2.0,1way,90.0,Speeding,114.0,3G,-76.0,10.0,0.0070681261720402,40.306236905873845,21.754741760215587,Unintentional
User_08,2025-01-03 19:13:46,0.255,0.5687,Running,Zep,4.0,1way,60.0,Reckless_Driving,23.0,3G,-133.0,7.0,0.0061262662959737,40.27803137360517,21.75367626069865,Unintentional
User_86,2025-01-03 20:32:51,0.539,0.5687,Driving,Ligeris,1.0,2way,10.0,Driving_Under_Influence,119.0,3G,-82.0,0.0,0.0041836001848949,40.30694258520827,21.791278245294947,Unintentional
User_81,2025-01-03 20:42:07,0.7,0.0719,Running,Koila,0.0,1way,60.0,Speeding,14.0,3G,-114.0,-5.0,0.035,40.32173717709445,21.79314626307537,Unintentional
User_52,2025-01-03 20:44:31,0.721,0.3801,Driving,Koila,1.0,2way,30.0,Driving_Under_Influence,120.0,3G,-88.0,-3.0,0.0013465851874444,40.32227739826996,21.79095694981602,Unintentional
User_16,2025-01-03 20:51:06,0.609,0.5687,Running,Zep,1.0,1way,10.0,Reckless_Driving,80.0,WiFi,-128.0,3.0,0.0069618871238646,40.27958790536366,21.753292859868807,Unintentional
User_83,2025-01-03 21:24:42,0.693,0.3366,Driving,Koila,0.0,2way,80.0,Reckless_Driving,109.0,4G,-118.0,-6.0,0.0080840306056747,40.32238751310359,21.79087597178873,Unintentional
User_27,2025-01-03 21:42:26,0.705,0.1461,Running,Koila,0.0,4way,60.0,Speeding,58.0,5G,-111.0,0.0,0.047,40.306236905873845,21.791159806362412,Unintentional
User_99,2025-01-03 22:06:59,0.618,0.0965,Running,Koila,1.0,2way,50.0,Speeding,120.0,3G,-89.0,-15.0,0.0081964767147096,40.32230862435949,21.79270365431266,Unintentional
User_25,2025-01-03 23:09:22,0.504,0.2241,Driving,Ligeris,1.0,1way,30.0,Speeding,79.0,5G,-107.0,-22.0,0.005466110666474,40.30564056672014,21.791278245294947,Unintentional
User_42,2025-01-03 23:27:41,0.739,0.0656,Running,Ligeris,0.0,4way,20.0,Driving_Under_Influence,112.0,WiFi,-51.0,13.0,0.0021456557870724,40.30714351657976,21.80631617649668,Unintentional
User_03,2025-01-04 00:00:29,0.294,0.0324,Walking,Koila,1.0,2way,40.0,Driving_Under_Influence,107.0,5G,-96.0,-7.0,0.009903392020967,40.32212682235579,21.78911495788768,Unintentional
User_67,2025-01-04 00:00:41,0.458,0.3192,Walking,Koila,0.0,2way,70.0,Speeding,53.0,WiFi,-90.0,22.0,0.0071646467885929,40.32224874353117,21.790941519425548,Unintentional
User_96,2025-01-04 00:36:07,0.347,0.2466,Running,Ligeris,1.0,2way,30.0,Driving_Under_Influence,16.0,3G,-79.0,18.0,0.0068435300350644,40.306236905873845,21.80836170948496,Unintentional
User_11,2025-01-04 00:38:26,0.659,0.1353,Running,Koila,1.0,2way,70.0,Reckless_Driving,108.0,5G,-91.0,14.0,0.0092931788025037,40.3217117789297,21.79293648697425,Unintentional
User_16,2025-01-04 00:55:12,0.609,0.0357,Walking,Koila,0.0,2way,40.0,Speeding,91.0,5G,-103.0,19.0,0.0020066208286252,40.32181422969308,21.79035093595772,Unintentional
User_22,2025-01-04 02:32:59,0.747,0.2002,Driving,Koila,0.0,2way,60.0,Reckless_Driving,113.0,5G,-82.0,-7.0,0.0070899411723356,40.32227524795333,21.79306337955349,Unintentional
User_50,2025-01-04 03:44:05,0.491,0.1637,Running,Koila,0.0,4way,50.0,Speeding,62.0,4G,-136.0,6.0,0.0073245892544606,40.32134905084619,21.790881333021066,Unintentional
User_85,2025-01-04 03:51:26,0.377,0.2388,Running,Zep,1.0,2way,50.0,Reckless_Driving,57.0,3G,-108.0,17.0,0.002183194314175,40.306236905873845,21.75450045765512,Unintentional
User_18,2025-01-04 03:55:08,0.386,0.0123,Driving,Zep,1.0,2way,30.0,Driving_Under_Influence,69.0,WiFi,-138.0,-7.0,0.0055562475049362,40.278929369309175,21.7537266940004,Unintentional
User_15,2025-01-04 06:01:43,0.256,0.3481,Walking,Ligeris,1.0,1way,80.0,Reckless_Driving,116.0,WiFi,-89.0,-16.0,0.0048462027291041,40.32084251289968,21.79286626271536,Unintentional
User_100,2025-01-04 06:01:45,0.429,0.0782,Walking,Ligeris,1.0,2way,30.0,Driving_Under_Influence,6.0,4G,-135.0,6.0,0.0085444784373426,40.30452703536863,21.80709062285549,Unintentional
User_98,2025-01-04 06:05:34,0.502,0.407,Walking,Ligeris,2.0,4way,80.0,Reckless_Driving,38.0,5G,-78.0,-21.0,0.004403237328409,40.30514926427132,21.805839686398222,Unintentional
User_99,2025-01-04 07:01:31,0.618,0.0975,Running,Zep,0.0,1way,40.0,Reckless_Driving,57.0,WiFi,-157.0,11.0,0.0015376141207697,40.27906045286901,21.752647882739808,Unintentional
User_65,2025-01-04 07:08:51,0.704,0.0553,Walking,Koila,4.0,2way,50.0,Driving_Under_Influence,21.0,WiFi,-86.0,21.0,0.0051901621107628,40.32214097671582,21.79239279232849,Unintentional
User_51,2025-01-04 07:27:10,0.433,0.2796,Driving,Koila,2.0,2way,30.0,Reckless_Driving,86.0,3G,-77.0,-7.0,0.044,40.322119597654975,21.79127277822351,Unintentional
User_01,2025-01-04 07:50:14,0.522,0.1263,Running,Ligeris,0.0,1way,90.0,Driving_Under_Influence,5.0,5G,-86.0,-7.0,0.026,40.3056312072196,21.806532142812895,Unintentional
User_07,2025-01-04 07:58:19,0.548,0.1513,Running,Ligeris,1.0,2way,80.0,Driving_Under_Influence,64.0,3G,-86.0,5.0,0.043,40.30591246356627,21.806598930992603,Unintentional
User_54,2025-01-04 07:58:43,0.286,0.283,Driving,Ligeris,1.0,4way,50.0,Reckless_Driving,66.0,3G,-103.0,-14.0,0.037,40.306236905873845,21.807747322038114,Unintentional
User_99,2025-01-04 08:21:18,0.618,0.0985,Running,Zep,0.0,1way,50.0,Reckless_Driving,30.0,WiFi,-88.0,-20.0,0.002991948849026,40.27973416654638,21.75210578270773,Unintentional
User_49,2025-01-04 09:05:19,0.491,0.0171,Driving,Koila,0.0,2way,50.0,Reckless_Driving,34.0,4G,-118.0,-2.0,0.024,40.322523028794905,21.79056707899784,Unintentional
User_22,2025-01-04 09:55:04,0.747,0.2012,Driving,Koila,1.0,2way,30.0,Driving_Under_Influence,101.0,4G,-100.0,5.0,0.0078909028134175,40.32260606868847,21.7903002087911,Unintentional
User_76,2025-01-04 10:09:16,0.634,0.4059,Driving,Ligeris,2.0,2way,40.0,Reckless_Driving,120.0,WiFi,-56.0,-5.0,0.0066397811300458,40.30751575325128,21.809093093382305,Unintentional
User_58,2025-01-04 10:43:38,0.629,0.1273,Driving,Koila,1.0,2way,80.0,Speeding,29.0,4G,-71.0,16.0,0.045,40.322243380487485,21.79090621184436,Unintentional
User_28,2025-01-04 10:58:58,0.483,0.2519,Running,Koila,0.0,2way,50.0,Reckless_Driving,45.0,3G,-84.0,-5.0,0.036,40.32220184566054,21.79046413791181,Unintentional
User_94,2025-01-04 12:05:26,0.336,0.3256,Walking,Ligeris,1.0,1way,20.0,Driving_Under_Influence,91.0,WiFi,-158.0,4.0,0.0046004547911541,40.30665370046981,21.809558523341245,Unintentional
User_90,2025-01-04 12:59:28,0.742,0.1516,Walking,Koila,0.0,1way,40.0,Reckless_Driving,42.0,WiFi,-69.0,-7.0,0.032,40.32266366436712,21.79019168713157,Unintentional
User_26,2025-01-04 14:41:44,0.552,0.5687,Running,Ligeris,0.0,2way,50.0,Speeding,14.0,4G,-89.0,-20.0,0.0051945513383123,40.305888015757965,21.807206288277985,Unintentional
User_21,2025-01-04 14:56:59,0.428,0.0818,Driving,Ligeris,2.0,4way,30.0,Reckless_Driving,97.0,5G,-108.0,24.0,0.0072200957952212,40.306693372203405,21.80936210989943,Unintentional
User_09,2025-01-04 15:05:16,0.314,0.3254,Running,Koila,0.0,2way,90.0,Speeding,74.0,WiFi,-60.0,-22.0,0.0066375601628292,40.322629036718766,21.79246624348716,Unintentional
