User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,Is_Intentional
User_89,2025-08-18 13:22:00,0.336,0.4711,Walking,Zep,Driving_Under_Influence,1way,0.0,Illegal_Parking,3G,-74,77.0,-6.0,0.0037089591082593,40.27849418074862,21.75373057180926,1
User_42,2025-08-18 15:29:16,0.738,0.5726,Walking,Ligeris,Driving_Under_Influence,2way,160.0,20,4G,-94,40.0,11.0,0.0059227652619167,40.307139399932176,21.8072979203876,1
User_75,2025-08-18 17:33:05,0.409,0.6311,Driving,Koila,Speeding,1way,1.0,Illegal_Parking,3G,-107,80.0,-8.0,0.0029675274657492,40.3219608274469,21.79129839172658,1
User_28,2025-08-18 17:40:39,0.348,0.7693,Running,Koila,Speeding,2way,4.0,80,4G,-78,5.0,-11.0,0.008359121652775,42.521464,21.79172232400214,1
User_48,2025-08-18 18:04:15,0.599,0.7274,Walking,Zep,Speeding,2way,1.0,Lane_Discards,4G,-90,61.0,14.0,0.005653142335994,40.27797721420734,21.75349448629303,1
User_43,2025-08-18 18:27:58,0.416,0.6187,Driving,Koila,6,1way,3.0,50,4G,-95,-19.0,8.0,0.0098960723823534,40.322088210685585,21.791262215486285,1
User_39,2025-08-18 20:25:42,0.598,0.6077,Running,Koila,Speeding,6way,3.0,40,3G,-113,96.0,15.0,0.006369986644503,40.322788735813496,21.790734357228896,1
User_76,2025-08-18 23:48:43,0.355,0.6581,Flying,Zep,Reckless_Driving,1way,1.0,50,3G,-109,74.0,6.0,0.0087407752557424,42.133197,21.7526791535739,1
User_19,2025-08-18 23:56:01,0.745,0.8405,Running,Zep,Speeding,6way,0.0,80,119,-84,10.0,5.0,0.0097769780920347,40.278981458041265,21.754265061891846,1
User_15,2025-08-19 01:49:34,0.627,0.7671,Driving,Zep,Reckless_Driving,4way,1.0,30,WiFi,-84,49.0,-22.0,0.0096016019934521,40.279943893435046,21.75183622759748,1
User_85,2025-08-19 03:54:34,0.254,0.5863,Running,Koila,Speeding,2way,0.0,Lane_Discards,5G,-79,8.0,1.0,0.0072972202754027,40.32224990674656,21.791127397760135,1
User_64,2025-08-19 04:21:17,0.511,0.8118,Driving,Ligeris,Reckless_Driving,2way,4.0,Lane_Discards,4G,Ethernet,94.0,11.0,0.0075834787089525,40.30645832854781,21.807152914138424,1
User_10,2025-08-19 05:16:08,0.315,0.8108,Driving,Zep,Reckless_Driving,2way,0.0,40,4G,-100,63.0,-25.0,0.0066480769075209,40.27950468977682,21.753406937246233,1
User_07,2025-08-19 05:16:44,0.625,0.5414,Running,Zep,Reckless_Driving,4way,3.0,70,4G,-120,12.0,13.0,0.0097299862894013,40.27897410151546,19.244146,1
User_80,2025-08-19 06:10:12,0.704,0.6217,Driving,Koila,Reckless_Driving,6way,0.0,60,WiFi,-58,62.0,0.0,0.0064751281176759,40.32182993115323,21.790778971108928,1
User_47,2025-08-19 06:33:13,0.585,0.5682,Walking,Spinari,Reckless_Driving,4way,3.0,10,3G,-80,100.0,-9.0,0.0087440851486456,40.32256130731577,21.793272374651192,1
User_83,2025-08-19 07:59:04,0.309,0.8195,Running,Koila,Speeding,2way,1.0,70,110,-82,25.0,-1.0,0.0048592827507372,40.32138263113422,21.790218353915236,1
User_06,2025-08-19 08:48:10,0.46,0.8295,Walking,Ligeris,8,4way,1.0,20,WiFi,-90,14.0,-11.0,0.0080476806126484,40.30622886947005,21.80747938290459,1
User_94,2025-08-19 10:52:24,0.681,0.561,Flying,Zep,Driving_Under_Influence,4way,1.0,80,5G,-104,48.0,12.0,0.0053267224052655,40.279460508240035,21.75386881188853,1
User_73,2025-08-19 11:08:24,0.325,0.6507,Running,Koila,Speeding,6way,2.0,60,WiFi,-53,54.0,16.0,0.0028204800917508,40.32137972876794,21.791518455356375,1
User_69,2025-08-19 12:18:51,0.34,0.8211,Walking,Ligeris,Driving_Under_Influence,1way,1.0,Illegal_Parking,WiFi,-66,53.0,5.0,0.0020602960233475,40.30657284326591,21.806806798272767,1
User_29,2025-08-19 12:19:39,0.415,0.6254,Walking,Zep,Driving_Under_Influence,1way,0.0,70,3G,-107,47.0,-16.0,0.0021163212730354,40.279565987247985,17.074508,1
User_52,2025-08-19 12:40:30,0.46,0.5372,Walking,Koila,Driving_Under_Influence,1way,0.0,60,5G,-85,48.0,-4.0,0.048,40.322342350802614,21.789437998632685,1
User_88,2025-08-19 12:54:30,0.471,0.5877,Flying,Ligeris,Driving_Under_Influence,4way,0.0,60,5G,-110,90.0,-14.0,0.0031093327775216,40.306590738535085,21.808426481531264,1
User_25,2025-08-19 13:01:53,0.408,0.5978,Flying,Koila,Reckless_Driving,2way,1.0,30,5G,-79,85.0,11.0,0.0080513311332256,40.321514488022785,21.790059312937057,1
User_98,2025-08-19 13:13:27,0.46,0.6138,Driving,Koila,Reckless_Driving,2way,1.0,70,5G,-71,-133.0,-6.0,0.005653142335994,40.32373082997545,21.791768079519972,1
User_67,2025-08-19 15:17:08,0.529,0.6716,Flying,Koila,Speeding,4way,5.0,20,4G,-82,46.0,1.0,0.0030389491553195,40.32131989747939,21.79115788471853,1
User_37,2025-08-19 15:21:20,0.306,0.7364,Swimming,Zep,Speeding,2way,0.0,90,WiFi,-83,50.0,16.0,0.003613161087561,38.618117,21.751546109217234,1
User_24,2025-08-19 16:57:00,0.445,0.5436,Driving,Zep,Driving_Under_Influence,2way,0.0,Illegal_Parking,117,-88,60.0,11.0,0.0011746147599764,40.279349024182565,21.75400088675168,1
User_20,2025-08-19 16:57:40,0.334,0.7821,Driving,Spinari,Speeding,2way,1.0,30,3G,-78,22.0,12.0,0.032,40.32188828293421,21.791268939313408,1
User_26,2025-08-19 17:56:34,0.408,0.7095,Driving,Koila,Speeding,1way,140.0,80,5G,Ethernet,14.0,4.0,0.0068873836292502,40.32115015761556,21.790250548636585,1
User_72,2025-08-19 19:03:58,0.567,0.5025,Walking,Koila,Speeding,4way,1.0,Harassing_Driver,114,-103,70.0,-3.0,0.0087326231422472,40.323070984268576,21.79299393443383,1
User_10,2025-08-19 19:37:12,0.315,0.8118,Driving,Ligeris,Speeding,2way,140.0,70,WiFi,-81,52.0,1.0,0.003451637822276,40.30616129978414,21.807652136972976,1
User_81,2025-08-19 20:00:35,0.376,0.7445,Walking,Zep,Driving_Under_Influence,2way,1.0,Lane_Discards,4G,-78,3.0,14.0,0.0025697773872337,40.279641382372915,21.753262219956465,1
User_84,2025-08-19 20:29:29,0.527,0.5347,Running,Koila,8,4way,1.0,40,4G,-75,90.0,20.0,0.0033512793239811,40.32216943101147,21.793449668244364,1
User_44,2025-08-19 21:46:55,0.332,0.5446,Running,Koila,Reckless_Driving,1way,140.0,10,WiFi,-53,90.0,14.0,0.0063717294408355,40.32199126244672,22.829134,1
User_41,2025-08-19 22:36:50,0.628,0.6231,Swimming,Zep,Reckless_Driving,1way,2.0,30,3G,-75,26.0,0.0,0.009351495666834,40.28075179828123,21.75420543093791,1
User_48,2025-08-19 23:12:18,0.599,0.7294,Driving,Ligeris,7,2way,0.0,40,113,-86,52.0,-13.0,0.0095354394209065,40.30609612918718,21.80748959920783,1
User_47,2025-08-20 00:13:56,0.585,0.5702,Driving,Koila,Driving_Under_Influence,2way,1.0,20,117,-73,75.0,-11.0,0.0098942974139274,40.32348952619683,21.790925568462427,1
User_61,2025-08-20 00:40:23,0.546,0.5427,Walking,Koila,6,2way,5.0,20,110,-116,32.0,15.0,0.0075578262882336,40.32054311561652,21.79119565649278,1
User_11,2025-08-20 01:29:13,0.602,0.779,Walking,Center,Reckless_Driving,2way,4.0,110,WiFi,-78,57.0,1.0,0.0049797860162514,40.27957159683118,21.753143026756938,1
User_42,2025-08-20 01:34:23,0.738,0.5766,Flying,Koila,Reckless_Driving,4way,0.0,40,5G,-120,8.0,-6.0,0.0016219153716915,40.32190144842217,21.791256784153244,1
User_10,2025-08-20 01:38:06,0.315,0.8128,Walking,Ligeris,Speeding,2way,3.0,30,3G,-84,9.0,-15.0,0.034,40.306393547056274,21.809490201547916,1
User_80,2025-08-20 02:13:06,0.704,0.6227,Walking,Zep,Reckless_Driving,1way,4.0,90,3G,-103,-29.0,-2.0,0.0066340120701686,40.2795251178311,21.75221727603275,1
User_07,2025-08-20 02:24:27,0.625,0.5434,Walking,Center,Speeding,1way,1.0,20,WiFi,-89,7.0,-13.0,0.0086019954892297,40.27967038218163,21.753307582349127,1
User_91,2025-08-20 02:38:32,0.587,0.7668,Running,Zep,Speeding,2way,3.0,70,5G,-92,85.0,13.0,0.0058309665137769,40.28082804678934,23.832896,1
User_59,2025-08-20 02:47:00,0.265,0.6402,Swimming,Koila,Speeding,4way,0.0,20,5G,-105,53.0,24.0,0.0028716481089544,40.32221290306653,21.78916414819425,1
User_86,2025-08-20 03:55:12,0.469,0.4641,Running,Ligeris,Speeding,1way,0.0,40,4G,-81,-39.0,-10.0,0.0020392524402744,40.306970959237304,21.807936945721348,1
User_97,2025-08-20 04:20:39,0.337,0.7423,Driving,Center,Driving_Under_Influence,1way,0.0,80,5G,-112,-17.0,-6.0,0.005653142335994,40.32246825647949,21.791256784153244,1
User_46,2025-08-20 05:27:04,0.519,0.8036,Driving,Koila,Speeding,2way,0.0,90,3G,-119,10.0,3.0,0.048,40.30634784158783,21.8070095316085,1
User_87,2025-08-20 05:41:06,0.709,0.8432,Walking,Center,Speeding,2way,0.0,60,4G,-100,-18.0,-12.0,0.0030209437329985,40.32173630243374,21.791949099642363,1
User_62,2025-08-20 05:45:54,0.366,0.5722,Running,Zep,8,4way,2.0,80,101,-87,29.0,5.0,0.0038186263606924,40.278689842893705,21.752363874837553,1
User_39,2025-08-20 06:10:33,0.598,0.6117,Flying,Zep,Reckless_Driving,1way,0.0,50,5G,-89,81.0,-1.0,0.004364645847717,40.27897752591108,23.152346,1
User_67,2025-08-20 06:38:49,0.529,0.6736,Running,Ligeris,Reckless_Driving,6way,0.0,40,5G,Satellite,50.0,-6.0,0.0017083566317402,40.30651369883034,21.808252410692052,1
User_44,2025-08-20 07:01:44,0.332,0.5456,Walking,Spinari,Driving_Under_Influence,2way,1.0,40,WiFi,-68,-48.0,-11.0,0.0036860014290016,40.32288154063383,21.79169519745011,1
User_41,2025-08-20 09:25:58,0.628,0.6241,Driving,Zep,Driving_Under_Influence,2way,1.0,60,WiFi,-86,-130.0,-14.0,0.008808449753741,40.27976308055575,21.754193883460903,1
User_25,2025-08-20 11:01:44,0.408,0.5988,Running,Center,Reckless_Driving,2way,0.0,110,119,-71,49.0,-6.0,0.00327048267912,40.280014429915504,21.752530062832378,1
User_73,2025-08-20 11:07:01,0.325,0.6527,Walking,Zep,Reckless_Driving,2way,2.0,40,4G,-77,-35.0,0.0,0.0090815638823551,40.27923059167935,21.754780352374855,1
User_67,2025-08-20 11:37:53,0.529,0.6746,Walking,Center,Speeding,1way,0.0,20,3G,Satellite,32.0,3.0,0.0080543839859656,40.280223181046296,21.751666636366515,1
User_36,2025-08-20 12:31:13,0.563,0.8509,Walking,Ligeris,Reckless_Driving,1way,0.0,20,3G,-87,46.0,-6.0,0.0065783659994341,42.724175,21.8076066624869,1
User_52,2025-08-20 12:49:54,0.544,0.5392,Running,Koila,Reckless_Driving,4way,0.0,40,WiFi,-56,-21.0,12.0,0.0095180579405524,40.32332399651336,21.79093984637152,1
User_34,2025-08-20 12:53:06,0.431,0.6159,Running,Ligeris,Speeding,4way,160.0,80,5G,-82,11.0,12.0,0.0013607305628727,40.30626675677623,21.806270002733537,1
User_72,2025-08-20 14:15:06,0.567,0.5045,Walking,Ligeris,Driving_Under_Influence,2way,0.0,Harassing_Driver,107,-95,32.0,-13.0,0.0041359962483207,40.30648110740128,21.805483448852296,1
User_99,2025-08-20 15:04:02,0.465,0.6724,Running,Zep,8,4way,1.0,80,3G,-112,82.0,2.0,0.001364397522019,40.278267562844746,21.754718882040564,1
User_56,2025-08-20 15:04:33,0.374,0.4747,Walking,Koila,Speeding,6way,1.0,20,WiFi,-55,4.0,-16.0,0.004912667058602,40.32229881663514,21.791975932704627,1
User_26,2025-08-20 17:04:18,0.408,0.7105,Running,Koila,Driving_Under_Influence,4way,0.0,Lane_Discards,4G,-70,57.0,16.0,0.004366230875321,40.320922557021746,21.790068829019532,1
User_50,2025-08-20 17:38:58,0.398,0.6956,Walking,Center,Driving_Under_Influence,2way,0.0,50,WiFi,-79,30.0,11.0,0.0092870675613641,40.321327442695825,18.55551,1
User_29,2025-08-20 17:52:56,0.415,0.6264,Running,Ligeris,Reckless_Driving,2way,0.0,10,3G,-114,-28.0,-8.0,0.0060312587991994,40.30642826321123,21.807192908648027,1
User_69,2025-08-20 18:52:45,0.34,0.8231,Running,Ligeris,Reckless_Driving,1way,2.0,Lane_Discards,5G,-71,39.0,-11.0,0.0013167251649935,40.306400085687834,21.808469066210165,1
User_35,2025-08-20 23:29:52,0.274,0.5432,Walking,Zep,Speeding,1way,0.0,70,WiFi,-75,-12.0,3.0,0.0043758138874547,40.279981084117495,21.751499940082613,1
User_52,2025-08-20 23:37:57,0.544,0.5402,Driving,Koila,Reckless_Driving,2way,3.0,40,4G,-80,21.0,7.0,0.0033238352546511,40.32145157238843,18.665493,1
User_38,2025-08-21 00:21:14,0.306,0.7701,Swimming,Koila,Driving_Under_Influence,2way,0.0,60,WiFi,-59,10.0,15.0,0.0011998256791665,40.32254059886665,21.791941127841937,1
User_65,2025-08-21 00:23:47,0.448,0.5401,Driving,Koila,Speeding,2way,0.0,30,5G,-111,36.0,-13.0,0.0064854157198188,41.657124,21.79041481876814,1
User_79,2025-08-21 00:39:15,0.389,0.582,Walking,Ligeris,Reckless_Driving,2way,1.0,70,5G,-73,2.0,4.0,0.05,40.306303799720055,21.80800683157946,1
User_45,2025-08-21 00:51:33,0.285,0.7373,Running,Koila,Speeding,2way,0.0,30,103,-62,45.0,-16.0,0.0090116251571666,40.32299589534516,21.79234345948446,1
User_44,2025-08-21 01:40:45,0.332,0.5476,Driving,Koila,Speeding,6way,1.0,70,113,-81,72.0,11.0,0.0064593620694065,40.322339857874304,21.791424097998444,1
User_31,2025-08-21 01:49:44,0.56,0.8174,Driving,Zep,Speeding,4way,0.0,40,3G,-108,39.0,-2.0,0.0021119664573845,40.279787896285086,19.838807,1
User_27,2025-08-21 02:42:28,0.535,0.7171,Running,Zep,Reckless_Driving,2way,1.0,50,3G,-72,82.0,-14.0,0.04,40.280591420321976,21.752991326000704,1
User_19,2025-08-21 03:02:42,0.745,0.8455,Driving,Koila,Reckless_Driving,6way,0.0,60,3G,-97,49.0,-5.0,0.0066598764724217,40.32190031054527,21.79192471536986,1
User_94,2025-08-21 04:19:02,0.681,0.564,Walking,Koila,Driving_Under_Influence,2way,0.0,60,3G,-120,49.0,21.0,0.0058005294602566,40.32178976087401,21.792317970530615,1
User_14,2025-08-21 05:10:18,0.393,0.6714,Driving,Spinari,Driving_Under_Influence,2way,1.0,20,5G,-72,28.0,22.0,0.0011384350654573,40.27949158874578,21.753472535394092,1
User_100,2025-08-21 06:57:02,0.37,0.718,Driving,Ligeris,Reckless_Driving,6way,2.0,30,3G,-85,77.0,13.0,0.0048034213513414,40.30613192236504,21.80749618629669,1
User_56,2025-08-21 08:05:35,0.374,0.4767,Running,Zep,Speeding,2way,1.0,70,107,-120,85.0,-7.0,0.0078921458666503,40.279622011836224,21.753279657482157,1
User_45,2025-08-21 08:07:39,0.285,0.7383,Running,Ligeris,Driving_Under_Influence,2way,140.0,80,4G,-74,25.0,-10.0,0.0067701244200148,40.305070257411536,21.806696905854615,1
User_52,2025-08-21 08:56:52,0.544,0.5412,Walking,Koila,Driving_Under_Influence,4way,1.0,40,WiFi,-55,-128.0,-12.0,0.0096133810063832,40.322878816642366,21.79158942135879,1
User_12,2025-08-21 08:56:58,0.67,0.8172,Running,Koila,Driving_Under_Influence,6way,1.0,20,WiFi,-83,51.0,-3.0,0.0027659889110414,40.32197788729738,21.790597245463072,1
User_89,2025-08-21 08:58:26,0.336,0.5641,Walking,Koila,Driving_Under_Influence,4way,0.0,50,4G,-75,-29.0,-14.0,0.0067168410287584,40.32058410931014,21.790979816936712,1
User_96,2025-08-21 09:56:54,0.261,0.7221,Walking,Ligeris,Driving_Under_Influence,5way,1.0,80,4G,-70,80.0,6.0,0.0068541596938418,40.3061396709458,21.807244021464257,1
User_48,2025-08-21 10:01:44,0.599,0.7334,Running,Center,Driving_Under_Influence,2way,1.0,10,4G,-75,70.0,11.0,0.0085363785486377,40.3062932760423,21.80744584263392,1
User_91,2025-08-21 10:43:46,0.587,0.7698,Walking,Zep,Reckless_Driving,2way,1.0,40,WiFi,-51,74.0,11.0,0.005653142335994,40.278372994922606,18.800584,1
User_55,2025-08-21 12:01:35,0.447,0.8014,Walking,Ligeris,Speeding,2way,1.0,30,111,-63,31.0,-15.0,0.0060661506797092,40.30573590413498,21.8090905318889,1
User_57,2025-08-21 12:02:38,0.372,0.5762,Running,Ligeris,Speeding,2way,1.0,80,110,-114,93.0,-3.0,0.0038600148085748,40.30521036944915,21.808279380722706,1
User_70,2025-08-21 12:13:28,0.601,0.5589,Walking,Ligeris,8,1way,0.0,60,4G,-119,49.0,-4.0,0.0015418370141997,42.458436,21.807724516493124,1
User_70,2025-08-21 14:47:28,0.601,0.5599,Driving,Zep,Speeding,4way,0.0,30,3G,-99,8.0,-6.0,0.0085917059496753,38.682573,21.752010663228265,1
User_25,2025-08-21 15:15:02,0.408,0.6018,Flying,Ligeris,Reckless_Driving,2way,1.0,30,103,-58,61.0,12.0,0.0040359365892627,40.3064633629427,21.806132744047034,1
User_34,2025-08-21 15:55:59,0.431,0.6189,Walking,Koila,Speeding,2way,1.0,50,3G,-96,91.0,2.0,0.031,40.32123857650364,21.79157769282128,1
User_30,2025-08-21 15:56:22,0.413,0.5554,Walking,Ligeris,Speeding,4way,2.0,80,4G,-112,58.0,7.0,0.0091394050873749,40.30773479146903,19.348757,1
User_65,2025-08-21 17:03:17,0.448,0.5411,Walking,Spinari,Driving_Under_Influence,2way,0.0,30,WiFi,Ethernet,43.0,-15.0,0.0090103531677402,40.30684003300683,21.80772833657474,1
User_61,2025-08-21 18:09:49,0.546,0.5457,Walking,Koila,6,2way,0.0,90,3G,Ethernet,84.0,-8.0,0.0085282899955766,40.32251447814796,21.79263067410448,1
User_11,2025-08-21 20:02:59,0.602,0.782,Walking,Ligeris,Reckless_Driving,5way,1.0,50,3G,Ethernet,4.0,-3.0,0.0055473964836781,40.30724760333037,21.806785272971464,1
User_44,2025-08-21 20:52:46,0.332,0.5486,Walking,Koila,Speeding,2way,150.0,20,WiFi,-53,73.0,12.0,0.007346785078934,40.32056474913718,21.791736142482087,1
User_05,2025-08-21 20:56:41,0.743,0.7617,Running,Koila,Driving_Under_Influence,6way,1.0,30,4G,-117,16.0,-7.0,0.0073333544458693,42.483737,21.751468864817557,1
User_26,2025-08-21 21:36:21,0.408,0.7135,Running,Ligeris,Driving_Under_Influence,2way,160.0,60,4G,-114,86.0,9.0,0.0053984956813093,40.30603825441016,21.807272653609377,1
User_54,2025-08-21 22:02:51,0.327,0.7399,Walking,Ligeris,Driving_Under_Influence,2way,0.0,20,3G,-118,-36.0,-7.0,0.0029182283230209,40.30538853585973,21.806937154503313,1
User_68,2025-08-21 23:48:03,0.472,0.4979,Walking,Ligeris,Speeding,2way,1.0,80,4G,-116,6.0,12.0,0.0061730076310046,42.988274,21.806130437041737,1
User_49,2025-08-22 00:36:42,0.637,0.8073,Driving,Koila,Speeding,2way,1.0,30,5G,-114,-123.0,-13.0,0.0092590452453485,40.32293435519803,21.789813684470555,1
User_17,2025-08-22 01:52:24,0.631,0.6068,Walking,Ligeris,Driving_Under_Influence,1way,0.0,Illegal_Parking,4G,-117,66.0,-8.0,0.0041690407561041,40.30683171490326,21.807266707905985,1
User_62,2025-08-22 02:00:17,0.366,0.5752,Walking,Zep,Driving_Under_Influence,2way,0.0,10,5G,-75,70.0,1.0,0.0017155860340952,40.279193805238606,17.207099,1
User_56,2025-08-22 02:09:07,0.374,0.4787,Running,Ligeris,Driving_Under_Influence,4way,0.0,Illegal_Parking,3G,-90,69.0,-1.0,0.005952329599378,40.30491873736276,21.807901090366155,1
User_36,2025-08-22 02:29:39,0.563,0.8549,Driving,Koila,9,2way,1.0,90,5G,Ethernet,44.0,13.0,0.0072672978460905,40.32200512583181,21.790681010073143,1
User_97,2025-08-22 02:32:03,0.337,0.7463,Walking,Ligeris,Driving_Under_Influence,2way,1.0,Harassing_Driver,3G,-118,36.0,6.0,0.0013907636303919,40.304955363289295,23.267307,1
User_57,2025-08-22 03:16:23,0.372,0.5782,Running,Koila,Speeding,1way,2.0,50,WiFi,-90,97.0,-24.0,0.0039960535497164,40.32210032097187,21.791397043729635,1
User_08,2025-08-22 03:21:06,0.347,0.8248,Running,Ligeris,Speeding,4way,1.0,10,4G,-112,85.0,-12.0,0.0056862796487147,40.30719566899379,23.652654,1
